Measure Name,Year,Period,Value
Water Revenues Billed for all Water Customers,2013,Nov,61595491.83
Water Revenues Billed for all Water Customers,2013,Dec,60350927.2
Water Revenues Billed for all Water Customers,2014,Jan,91108175.58
Water Revenues Billed for all Water Customers,2014,Feb,66329138.41
Water Revenues Billed for all Water Customers,2014,Mar,69502203.83
Water Revenues Billed for all Water Customers,2014,Apr,71186966.52
Water Revenues Billed for all Water Customers,2014,May,85202945.7
Water Revenues Billed for all Water Customers,2014,Jun,79230902.48
Water Revenues Billed for all Water Customers,2014,Jul,84994670.72
Water Revenues Billed for all Water Customers,2014,Aug,79933386.25
Water Revenues Billed for all Water Customers,2014,Sep,88306836.81
Water Revenues Billed for all Water Customers,2014,Oct,91447297.61
Water Revenues Billed for all Water Customers,2014,Nov,74660711.88
Water Revenues Billed for all Water Customers,2014,Dec,68245544.43
Water Revenues Billed for all Water Customers,2015,Jan,81876198.69
Water Revenues Billed for all Water Customers,2015,Feb,74999566.61
Water Revenues Billed for all Water Customers,2015,Mar,67830197.58
Water Revenues Billed for all Water Customers,2015,Apr,84617965.36
Water Revenues Billed for all Water Customers,2015,May,80531782.91
Water Revenues Billed for all Water Customers,2015,Jun,77078743.52
Water Revenues Billed for all Water Customers,2015,Jul,92993001.52
Water Revenues Billed for all Water Customers,2015,Aug,88886119.84
Water Revenues Billed for all Water Customers,2015,Sep,99630928.11
Water Revenues Billed for all Water Customers,2015,Oct,97127332.88
Water Revenues Billed for all Water Customers,2015,Nov,81222734.12
Water Revenues Billed for all Water Customers,2015,Dec,66129020.69
Water Revenues Billed for all Water Customers,2016,Jan,95319622.25
Water Revenues Billed for all Water Customers,2016,Feb,83872170.79
Water Revenues Billed for all Water Customers,2016,Mar,89366601.27
Water Revenues Billed for all Water Customers,2016,Apr,79573509
Water Revenues Billed for all Water Customers,2016,May,87575899
Water Revenues Billed for all Water Customers,2016,Jun,93870776
Water Revenues Billed for all Water Customers,2016,Jul,95446816
Water Revenues Billed for all Water Customers,2016,Aug,96689304
Water Revenues Billed for all Water Customers,2016,Sep,123740705
Water Revenues Billed for all Water Customers,2016,Oct,97449831
Water Revenues Billed for all Water Customers,2016,Nov,90352109
Water Revenues Billed for all Water Customers,2016,Dec,84617175
Water Revenues Billed for all Water Customers,2017,Jan,93058287.13
Water Revenues Billed for all Water Customers,2017,Feb,87451147.85
Water Revenues Billed for all Water Customers,2017,Mar,91094877
Water Revenues Billed for all Water Customers,2017,Apr,85134686
Water Revenues Billed for all Water Customers,2017,May,92728118
Water Revenues Billed for all Water Customers,2017,Jun,95049317
Water Revenues Billed for all Water Customers,2017,Jul,96152159
Water Revenues Billed for all Water Customers,2017,Aug,105502104
Water Revenues Billed for all Water Customers,2017,Sep,107033716
Water Revenues Billed for all Water Customers,2017,Oct,96440270
Water Revenues Billed for all Water Customers,2017,Nov,100096908
Water Revenues Billed for all Water Customers,2017,Dec,78020807
Water Revenues Billed for all Water Customers,2018,Jan,97548152
Water Revenues Billed for all Water Customers,2018,Feb,83757347
Water Revenues Billed for all Water Customers,2018,Mar,104575802
Water Revenues Billed for all Water Customers,2018,Apr,93398782
Water Revenues Billed for all Water Customers,2018,May,109896986
Water Revenues Billed for all Water Customers,2018,Jun,96443560
Water Revenues Billed for all Water Customers,2018,Jul,99576937
Water Revenues Billed for all Water Customers,2018,Aug,118773872
Water Revenues Billed for all Water Customers,2018,Sep,92328797
Water Revenues Billed for all Water Customers,2018,Oct,130256219
Water Revenues Billed for all Water Customers,2018,Nov,105152532
Water Revenues Billed for all Water Customers,2018,Dec,78198219
Water Revenues Billed for all Water Customers,2019,Jan,116613994
Water Revenues Billed for all Water Customers,2019,Feb,94259288
Water Revenues Billed for all Water Customers,2019,Mar,88895470
Water Revenues Billed for all Water Customers,2019,Apr,89487438
Water Revenues Billed for all Water Customers,2019,May,111373421
Water Revenues Billed for all Water Customers,2019,Jun,97499051
Water Revenues Billed for all Water Customers,2019,Jul,91453533
Water Revenues Billed for all Water Customers,2019,Aug,118135400
Water Revenues Billed for all Water Customers,2019,Sep,115027121
Water Revenues Billed for all Water Customers,2019,Oct,120428688
Water Revenues Billed for all Water Customers,2019,Nov,95129202
Water Revenues Billed for all Water Customers,2019,Dec,81485911
Water Revenues Billed for all Water Customers,2020,Jan,118689929
Water Revenues Billed for all Water Customers,2020,Feb,97993829
Water Revenues Billed for all Water Customers,2020,Mar,91650241
Revenue from Land Transfer Tax,2009,Jan,7270000
Revenue from Land Transfer Tax,2009,Feb,5700000
Revenue from Land Transfer Tax,2009,Mar,7900000
Revenue from Land Transfer Tax,2009,Apr,9000000
Revenue from Land Transfer Tax,2009,May,10400000
Revenue from Land Transfer Tax,2009,Jun,19200000
Revenue from Land Transfer Tax,2009,Jul,19500000
Revenue from Land Transfer Tax,2009,Aug,20600000
Revenue from Land Transfer Tax,2009,Sep,20000000
Revenue from Land Transfer Tax,2009,Oct,20100000
Revenue from Land Transfer Tax,2009,Nov,17000000
Revenue from Land Transfer Tax,2009,Dec,21800000
Revenue from Land Transfer Tax,2010,Jan,18364154.92
Revenue from Land Transfer Tax,2010,Feb,16248612.1
Revenue from Land Transfer Tax,2010,Mar,19081019.08
Revenue from Land Transfer Tax,2010,Apr,22758882.31
Revenue from Land Transfer Tax,2010,May,21601704.37
Revenue from Land Transfer Tax,2010,Jun,46799201.56
Revenue from Land Transfer Tax,2010,Jul,22727191.82
Revenue from Land Transfer Tax,2010,Aug,25405300.4
Revenue from Land Transfer Tax,2010,Sep,16507224.48
Revenue from Land Transfer Tax,2010,Oct,19475593.27
Revenue from Land Transfer Tax,2010,Nov,22676794.85
Revenue from Land Transfer Tax,2010,Dec,22901126.36
Revenue from Land Transfer Tax,2011,Jan,16485316.8
Revenue from Land Transfer Tax,2011,Feb,13983779.29
Revenue from Land Transfer Tax,2011,Mar,19932051.52
Revenue from Land Transfer Tax,2011,Apr,18564129.27
Revenue from Land Transfer Tax,2011,May,26149646.74
Revenue from Land Transfer Tax,2011,Jun,41098780.63
Revenue from Land Transfer Tax,2011,Jul,33445032.79
Revenue from Land Transfer Tax,2011,Aug,38294039.83
Revenue from Land Transfer Tax,2011,Sep,32384675.95
Revenue from Land Transfer Tax,2011,Oct,25458026.45
Revenue from Land Transfer Tax,2011,Nov,23219786.49
Revenue from Land Transfer Tax,2011,Dec,30150000
Revenue from Land Transfer Tax,2012,Jan,25334987.7
Revenue from Land Transfer Tax,2012,Feb,18006748.7
Revenue from Land Transfer Tax,2012,Mar,22748767.49
Revenue from Land Transfer Tax,2012,Apr,23024782.6
Revenue from Land Transfer Tax,2012,May,33034031.67
Revenue from Land Transfer Tax,2012,Jun,36799811.93
Revenue from Land Transfer Tax,2012,Jul,40071969.09
Revenue from Land Transfer Tax,2012,Aug,38909575.26
Revenue from Land Transfer Tax,2012,Sep,25318095.82
Revenue from Land Transfer Tax,2012,Oct,25800000
Revenue from Land Transfer Tax,2012,Nov,23500000
Revenue from Land Transfer Tax,2012,Dec,31923633.38
Revenue from Land Transfer Tax,2013,Jan,20500000
Revenue from Land Transfer Tax,2013,Feb,17800000
Revenue from Land Transfer Tax,2013,Mar,22600000
Revenue from Land Transfer Tax,2013,Apr,26400000
Revenue from Land Transfer Tax,2013,May,37200000
Revenue from Land Transfer Tax,2013,Jun,37200000
Revenue from Land Transfer Tax,2013,Jul,36300000
Revenue from Land Transfer Tax,2013,Aug,41700000
Revenue from Land Transfer Tax,2013,Sep,24300000
Revenue from Land Transfer Tax,2013,Oct,30100000
Revenue from Land Transfer Tax,2013,Nov,29600000
Revenue from Land Transfer Tax,2013,Dec,33100000
Revenue from Land Transfer Tax,2014,Jan,33700000
Revenue from Land Transfer Tax,2014,Feb,28100000
Revenue from Land Transfer Tax,2014,Mar,20300000
Revenue from Land Transfer Tax,2014,Apr,26000000
Revenue from Land Transfer Tax,2014,May,36400000
Revenue from Land Transfer Tax,2014,Jun,43900000
Revenue from Land Transfer Tax,2014,Jul,50700000
Revenue from Land Transfer Tax,2014,Aug,47000000
Revenue from Land Transfer Tax,2014,Sep,33300000
Revenue from Land Transfer Tax,2014,Oct,56800000
Revenue from Land Transfer Tax,2014,Nov,40000000
Revenue from Land Transfer Tax,2014,Dec,15800000
Revenue from Land Transfer Tax,2015,Jan,31000000
Revenue from Land Transfer Tax,2015,Feb,23500000
Revenue from Land Transfer Tax,2015,Mar,29800000
Revenue from Land Transfer Tax,2015,Apr,39900000
Revenue from Land Transfer Tax,2015,May,40200000
Revenue from Land Transfer Tax,2015,Jun,63000000
Revenue from Land Transfer Tax,2015,Jul,62300000
Revenue from Land Transfer Tax,2015,Aug,54400000
Revenue from Land Transfer Tax,2015,Sep,45300000
Revenue from Land Transfer Tax,2015,Oct,42500000
Revenue from Land Transfer Tax,2015,Nov,45400000
Revenue from Land Transfer Tax,2015,Dec,39800000
Revenue from Land Transfer Tax,2016,Jan,36000000
Revenue from Land Transfer Tax,2016,Feb,30600000
Revenue from Land Transfer Tax,2016,Mar,34200000
Revenue from Land Transfer Tax,2016,Apr,40100000
Revenue from Land Transfer Tax,2016,May,45600000
Revenue from Land Transfer Tax,2016,Jun,81900000
Revenue from Land Transfer Tax,2016,Jul,65600000
Revenue from Land Transfer Tax,2016,Aug,69700000
Revenue from Land Transfer Tax,2016,Sep,68300000
Revenue from Land Transfer Tax,2016,Oct,52700000
Revenue from Land Transfer Tax,2016,Nov,62500000
Revenue from Land Transfer Tax,2016,Dec,52600000
Revenue from Land Transfer Tax,2017,Jan,47418436
Revenue from Land Transfer Tax,2017,Feb,40956689
Revenue from Land Transfer Tax,2017,Mar,59270710
Revenue from Land Transfer Tax,2017,Apr,58350366
Revenue from Land Transfer Tax,2017,May,79609764
Revenue from Land Transfer Tax,2017,Jun,86247994
Revenue from Land Transfer Tax,2017,Jul,79669010
Revenue from Land Transfer Tax,2017,Aug,98130940
Revenue from Land Transfer Tax,2017,Sep,69731342
Revenue from Land Transfer Tax,2017,Oct,60879641
Revenue from Land Transfer Tax,2017,Nov,55473611
Revenue from Land Transfer Tax,2017,Dec,67945637
Revenue from Land Transfer Tax,2018,Jan,45627856
Revenue from Land Transfer Tax,2018,Feb,37729219
Revenue from Land Transfer Tax,2018,Mar,71251421
Revenue from Land Transfer Tax,2018,Apr,44113820
Revenue from Land Transfer Tax,2018,May,56072070
Revenue from Land Transfer Tax,2018,Jun,84288386
Revenue from Land Transfer Tax,2018,Jul,73209255
Revenue from Land Transfer Tax,2018,Aug,65641893
Revenue from Land Transfer Tax,2018,Sep,63544314
Revenue from Land Transfer Tax,2018,Oct,56721579
Revenue from Land Transfer Tax,2018,Nov,68271234
Revenue from Land Transfer Tax,2018,Dec,61125864
Revenue from Land Transfer Tax,2019,Jan,44439433
Revenue from Land Transfer Tax,2019,Feb,50863563
Revenue from Land Transfer Tax,2019,Mar,40448782
Revenue from Land Transfer Tax,2019,Apr,53367580
Revenue from Land Transfer Tax,2019,May,65974207
Revenue from Land Transfer Tax,2019,Jun,77157311
Revenue from Land Transfer Tax,2019,Jul,75872477
Revenue from Land Transfer Tax,2019,Aug,77323864
Revenue from Land Transfer Tax,2019,Sep,82707291
Revenue from Land Transfer Tax,2019,Oct,68404209
Revenue from Land Transfer Tax,2019,Nov,70147644
Revenue from Land Transfer Tax,2019,Dec,90577081
Revenue from Land Transfer Tax,2020,Jan,64028890
Revenue from Land Transfer Tax,2020,Feb,57815469
Revenue from Land Transfer Tax,2020,Mar,48090260
Fees Generated by Planning Applications,2007,Q1,2915000
Fees Generated by Planning Applications,2007,Q2,5064000
Fees Generated by Planning Applications,2007,Q3,3764000
Fees Generated by Planning Applications,2007,Q4,6615000
Fees Generated by Planning Applications,2008,Q1,4296000
Fees Generated by Planning Applications,2008,Q2,5159000
Fees Generated by Planning Applications,2008,Q3,3583000
Fees Generated by Planning Applications,2008,Q4,5619000
Fees Generated by Planning Applications,2009,Q1,3535000
Fees Generated by Planning Applications,2009,Q2,2341000
Fees Generated by Planning Applications,2009,Q3,2683000
Fees Generated by Planning Applications,2009,Q4,4670000
Fees Generated by Planning Applications,2010,Q1,4660000
Fees Generated by Planning Applications,2010,Q2,6188000
Fees Generated by Planning Applications,2010,Q3,4344000
Fees Generated by Planning Applications,2010,Q4,4552000
Fees Generated by Planning Applications,2011,Q1,4706000
Fees Generated by Planning Applications,2011,Q2,6064000
Fees Generated by Planning Applications,2011,Q3,4755000
Fees Generated by Planning Applications,2011,Q4,9041000
Fees Generated by Planning Applications,2012,Q1,10156000
Fees Generated by Planning Applications,2012,Q2,6018000
Fees Generated by Planning Applications,2012,Q3,6697000
Fees Generated by Planning Applications,2012,Q4,8656000
Fees Generated by Planning Applications,2013,Q1,10978000
Fees Generated by Planning Applications,2013,Q2,9786000
Fees Generated by Planning Applications,2013,Q3,8492000
Fees Generated by Planning Applications,2013,Q4,9778000
Fees Generated by Planning Applications,2014,Q1,7238000
Fees Generated by Planning Applications,2014,Q2,8004000
Fees Generated by Planning Applications,2014,Q3,8041000
Fees Generated by Planning Applications,2014,Q4,9144000
Fees Generated by Planning Applications,2015,Q1,8008000
Fees Generated by Planning Applications,2015,Q2,12043000
Fees Generated by Planning Applications,2015,Q3,12063000
Fees Generated by Planning Applications,2015,Q4,10583000
Fees Generated by Planning Applications,2016,Q1,13017000
Fees Generated by Planning Applications,2016,Q2,14045000
Fees Generated by Planning Applications,2016,Q3,11253000
Fees Generated by Planning Applications,2016,Q4,24914561
Fees Generated by Planning Applications,2017,Q1,8909000
Fees Generated by Planning Applications,2017,Q2,15488620.53
Fees Generated by Planning Applications,2017,Q3,15304149
Fees Generated by Planning Applications,2017,Q4,26717726
Fees Generated by Planning Applications,2018,Q1,12252370.68
Fees Generated by Planning Applications,2018,Q2,13635110.18
Fees Generated by Planning Applications,2018,Q3,9797846
Fees Generated by Planning Applications,2018,Q4,16936610
Fees Generated by Planning Applications,2019,Q1,10705938
Fees Generated by Planning Applications,2019,Q2,10817476.46
Fees Generated by Planning Applications,2019,Q3,18837452
Fees Generated by Planning Applications,2019,Q4,36311567.92
Fees generated by Building Permits,2007,Q1,7807300
Fees generated by Building Permits,2007,Q2,17309400
Fees generated by Building Permits,2007,Q3,14076100
Fees generated by Building Permits,2007,Q4,12566600
Fees generated by Building Permits,2008,Q1,6434700
Fees generated by Building Permits,2008,Q2,13701400
Fees generated by Building Permits,2008,Q3,13998400
Fees generated by Building Permits,2008,Q4,16757200
Fees generated by Building Permits,2009,Q1,6399500
Fees generated by Building Permits,2009,Q2,7718000
